pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
521,,7311315965817520-cs,,,,431,1,16,2,,1
522,,7311315329217336-a,,,,432,2,16,1453,,1
523,,7311315506176726-a,,,,433,2,16,1453,,1
524,,7311315673923716-a,,,,434,2,16,312,,1
525,,7311315673923716-cs,,,,434,1,16,2,,1
526,,7311315410286415-a,,,,435,2,16,1453,,1
527,,7311315665569087-a,,,,436,2,16,1453,,1
528,,731131549455110-a,,,,437,2,16,1453,,1
529,,731131567762027-a,,,,438,2,16,1453,,1
530,,7311315650328348-a,,,,439,2,16,1453,,1
531,,7311315598283765-a,,,,440,2,16,1453,,1
532,,7311315570786208-a,,,,441,2,16,1453,,1
533,,7311315199695219-a,,,,442,2,16,1453,,1
534,,7311315320117587-a,,,,443,2,16,309,,1
535,,7311315727499955-a,,,,444,2,16,1453,,1
536,,7311315898859066-a,,,,445,2,16,1453,,1
537,,7311315898859066-cs,,,,445,1,16,5,,1
538,,7311315640600914-a,,,,446,2,16,1453,,1
539,,7311315640600914-cs,,,,446,1,16,6,,1
540,,7311315277953818-a,,,,447,2,16,1453,,1
541,,7311315569614304-a,,,,448,2,16,1453,,1
542,,7311315160689416-a,,,,449,2,16,1453,,1
543,,7311315946409716-a,,,,450,2,16,1453,,1
544,,7311315176706267-a,,,,451,2,16,1453,,1
545,,7311315676341682-a,,,,452,2,16,1453,,1
546,,7311315360766784-a,,,,453,2,16,1453,,1
547,,7311315541845063-a,,,,454,2,16,1453,,1
548,,731131580370145-a,,,,455,2,16,1453,,1
549,,7311315787783672-a,,,,456,2,16,1453,,1
550,,7311315193128050-a,,,,457,2,16,1453,,1
551,,7311315182726673-a,,,,458,2,16,1453,,1
552,,731131520696173-a,,,,459,2,16,1453,,1
553,,7311315378532903-a,,,,460,2,16,1453,,1
554,,7311315118735570-a,,,,461,2,16,1453,,1
555,,7311315682223587-a,,,,462,2,16,1453,,1
556,,7311315993305318-a,,,,463,2,16,309,,1
557,,7311315381869712-a,,,,464,2,16,1453,,1
558,,7311315628819607-a,,,,465,2,16,1453,,1
559,,7311315889833429-a,,,,466,2,16,1453,,1
560,,7311315248404467-a,,,,467,2,16,310,,1
561,,7311315437038351-a,,,,468,2,16,312,,1
562,,7311315437038351-cs,,,,468,1,16,2,,1
563,,7311315732131626-a,,,,469,2,16,1453,,1
564,,7311315187259078-a,,,,470,2,16,1453,,1
565,,7311315648345267-a,,,,471,2,16,1453,,1
566,,7311315609696707-a,,,,472,2,16,1453,,1
567,,7311315246721751-a,,,,473,2,16,1453,,1
568,,7311315373117641-a,,,,474,2,16,1453,,1
569,,7311315373117641-cs,,,,474,1,16,4,,1
570,,7311315725273552-a,,,,475,2,16,1453,,1
571,,7311315210469385-a,,,,476,2,16,312,,1
572,,7311315210469385-cs,,,,476,1,16,2,,1
573,,7311315573662096-a,,,,477,2,16,313,,1
574,,7311315573662096-cs,,,,477,1,16,5,,1
575,,7311315978341570-a,,,,478,2,16,314,,1
576,,7311315978341570-cs,,,,478,1,16,5,,1
577,,7311315334244406-a,,,,479,2,16,1453,,1
578,,7311315964047341-a,,,,480,2,16,312,,1
579,,7311315964047341-cs,,,,480,1,16,2,,1
580,,7311315362860258-a,,,,481,2,16,1453,,1
581,,7311315134875436-a,,,,482,2,16,1453,,1
582,,7311315737580361-a,,,,483,2,16,1453,,1
583,,7311315752870404-a,,,,484,2,16,1453,,1
584,,7311315784579486-a,,,,485,2,16,1453,,1
585,,7311315664838818-a,,,,486,2,16,1453,,1
586,,7311315980303708-a,,,,487,2,16,1453,,1
587,,7311315873587171-a,,,,488,2,16,310,,1
588,,7311315952790435-a,,,,489,2,16,1453,,1
589,,7311315168142807-a,,,,490,2,16,1453,,1
590,,7311315548750657-a,,,,491,2,16,1453,,1
591,,7311315536419357-a,,,,492,2,16,1453,,1
592,,7311315830470143-a,,,,493,2,16,1453,,1
593,,7311315697718249-a,,,,494,2,16,310,,1
594,,731131568923394-a,,,,495,2,16,1453,,1
595,,7311315263636553-a,,,,496,2,16,1453,,1
596,,7311315326456844-a,,,,497,2,16,1453,,1
597,,7311315897078723-a,,,,498,2,16,1453,,1
598,,7311315504141805-a,,,,499,2,16,310,,1
599,,7311315810229933-a,,,,500,2,16,1453,,1
600,,7311315627317095-a,,,,501,2,16,1453,,1
601,,7311315907111214-a,,,,502,2,16,313,,1
602,,7311315907111214-cs,,,,502,1,16,5,,1
603,,7311315567637800-a,,,,503,2,16,1453,,1
604,,731131578415386-a,,,,504,2,16,1453,,1
605,,731131578415386-cs,,,,504,1,16,3,,1
606,,7311315205837153-a,,,,505,2,16,310,,1
607,,7311315554810022-a,,,,506,2,16,1453,,1
608,,7311315972140062-a,,,,507,2,16,1453,,1
609,,7311315771794699-a,,,,508,2,16,1453,,1
610,,7311315771794699-cs,,,,508,1,16,6,,1
611,,7311315323790202-a,,,,509,2,16,1453,,1
612,,7311315343673291-a,,,,510,2,16,1453,,1
613,,7311315900216729-a,,,,511,2,16,1453,,1
614,,731131582628425-a,,,,512,2,16,1453,,1
615,,7311315133515744-a,,,,513,2,16,1453,,1
616,,7311315887663928-a,,,,514,2,16,312,,1
617,,7311315887663928-cs,,,,514,1,16,2,,1
618,,7311315483824855-a,,,,515,2,16,1453,,1
619,,7311315440106495-a,,,,516,2,16,1453,,1
620,,7311315333208744-a,,,,517,2,16,1453,,1
621,,7311315204745976-a,,,,518,2,16,1453,,1
622,,7311315506318578-a,,,,519,2,16,312,,1
623,,7311315506318578-cs,,,,519,1,16,2,,1
624,,7311315641916747-a,,,,520,2,16,1453,,1
625,,7311315764919771-a,,,,521,2,16,1453,,1
626,,7311315764919771-cs,,,,521,1,16,3,,1
627,,731131549165407-a,,,,522,2,16,1453,,1
628,,7311315102279726-a,,,,523,2,16,1453,,1
629,,7311315304700759-a,,,,524,2,16,1453,,1
630,,7311315117665078-a,,,,525,2,16,1453,,1
631,,7311315421631812-a,,,,526,2,16,309,,1
632,,7311315834318033-a,,,,527,2,16,309,,1
633,,7311315828217091-a,,,,528,2,16,1453,,1
634,,7311315285596681-a,,,,529,2,16,1453,,1
635,,7311315929742505-a,,,,530,2,16,1453,,1
636,,7311315827363310-a,,,,531,2,16,1453,,1
637,,7311315879857628-a,,,,532,2,16,1453,,1
638,,7311315736435039-a,,,,533,2,16,1453,,1
639,,731131586891199-a,,,,534,2,16,1453,,1
640,,7311315426461535-a,,,,535,2,16,1453,,1
641,,7311315911270299-a,,,,536,2,16,1453,,1
642,,7311315166135792-a,,,,537,2,16,1453,,1
643,,7311315235122896-a,,,,538,2,16,1453,,1
644,,7311315235122896-cs,,,,538,1,16,3,,1
645,,7311315754655574-a,,,,539,2,16,1453,,1
646,,7311315557937837-a,,,,540,2,16,1453,,1
647,,7311315557937837-cs,,,,540,1,16,4,,1
648,,7311315738408352-a,,,,541,2,16,1453,,1
649,,7311315525264142-a,,,,542,2,16,1453,,1
650,,7311315923740273-a,,,,543,2,16,1453,,1
651,,7311315922082698-a,,,,544,2,16,1453,,1
652,,7311315945705304-a,,,,545,2,16,1453,,1
653,,7311315256421562-a,,,,546,2,16,1453,,1
654,,7311315301539936-a,,,,547,2,16,1453,,1
655,,7311315834585023-a,,,,548,2,16,1453,,1
656,,7311315116789384-a,,,,549,2,16,1453,,1
657,,7311315794123345-a,,,,550,2,16,1453,,1
658,,7311315782842747-a,,,,551,2,16,1453,,1
659,,7311315175674805-a,,,,552,2,16,1453,,1
660,,7311315448462239-a,,,,553,2,16,1453,,1
661,,7311315151656330-a,,,,554,2,16,1453,,1
662,,7311315408558032-a,,,,555,2,16,1453,,1
663,,7311315433722388-a,,,,556,2,16,1453,,1
664,,7311315382499169-a,,,,557,2,16,1453,,1
665,,731131548825462-a,,,,558,2,16,1453,,1
666,,7311315953035519-a,,,,559,2,16,1453,,1
667,,7311315567161534-a,,,,560,2,16,1453,,1
668,,7311315716812525-a,,,,561,2,16,1453,,1
669,,7311315405488293-a,,,,562,2,16,1453,,1
670,,7311315753833345-a,,,,563,2,16,1453,,1
671,,7311315653557681-a,,,,564,2,16,1453,,1
672,,731131560302177-a,,,,565,2,16,309,,1
673,,7311315854258538-a,,,,566,2,16,1453,,1
674,,7311315285031847-a,,,,567,2,16,1453,,1
675,,7311315757763356-a,,,,568,2,16,1453,,1
676,,7311315936031458-a,,,,569,2,16,1453,,1
677,,7311315630322510-a,,,,570,2,16,1453,,1
678,,7311315965128362-a,,,,571,2,16,1453,,1
679,,7311315475840980-a,,,,572,2,16,310,,1
680,,7311315146688558-a,,,,573,2,16,1453,,1
681,,7311315346801357-a,,,,574,2,16,1453,,1
682,,7311315134362412-a,,,,575,2,16,1453,,1
683,,7311315131883597-a,,,,576,2,16,310,,1
684,,864155843135486-a,,,,577,2,16,1453,,1
685,,7311315256859887-a,,,,578,2,16,1453,,1
686,,7311315915330398-a,,,,579,2,16,1453,,1
687,,7311315712066895-a,,,,580,2,16,1453,,1
688,,7311315863874779-a,,,,581,2,16,1453,,1
689,,7311315963035671-a,,,,582,2,16,1453,,1
690,,73113159456323-a,,,,583,2,16,1453,,1
691,,7311315156438325-a,,,,584,2,16,1453,,1
692,,731131569042113-a,,,,585,2,16,1453,,1
693,,7311315497682369-a,,,,586,2,16,309,,1
694,,731131531125700-a,,,,587,2,16,309,,1
695,,7311315745234909-a,,,,588,2,16,1453,,1
696,,7311315701684347-a,,,,589,2,16,309,,1
697,,7311315988257025-a,,,,590,2,16,309,,1
698,,7311315890488379-a,,,,591,2,16,1453,,1
699,,7311315499499326-a,,,,592,2,16,1453,,1
700,,7311315455894222-a,,,,593,2,16,1453,,1
701,,7311315431986330-a,,,,594,2,16,1453,,1
702,,7311315859091387-a,,,,595,2,16,1453,,1
703,,7311315892840327-a,,,,596,2,16,312,,1
704,,7311315892840327-cs,,,,596,1,16,2,,1
705,,7311315866019400-a,,,,597,2,16,1453,,1
706,,7311315162540750-a,,,,598,2,16,1453,,1
707,,7311315162540750-cs,,,,598,1,16,3,,1
708,,7311315936769594-a,,,,599,2,16,1453,,1
709,,7311315756573958-a,,,,600,2,16,1453,,1
710,,7311315117519653-a,,,,601,2,16,310,,1
711,,7311315912286566-a,,,,602,2,16,1453,,1
712,,7311315762564154-a,,,,603,2,16,309,,1
713,,7311315974021763-a,,,,604,2,16,309,,1
714,,7311315173424840-a,,,,605,2,16,1453,,1
715,,731131532078391-a,,,,606,2,16,1453,,1
716,,7311315282718480-a,,,,607,2,16,313,,1
717,,7311315282718480-cs,,,,607,1,16,5,,1
718,,7311315686375143-a,,,,608,2,16,1453,,1
719,,7311315678531421-a,,,,609,2,16,1453,,1
720,,7311315398787837-a,,,,610,2,16,1453,,1
721,,7311315344335830-a,,,,611,2,16,1453,,1
722,,731131534996243-a,,,,612,2,16,1453,,1
723,,7311315803226133-a,,,,613,2,16,314,,1
724,,7311315803226133-cs,,,,613,1,16,5,,1
725,,7311315933335836-a,,,,614,2,16,1453,,1
726,,7311315985216273-a,,,,615,2,16,1453,,1
727,,7311315105463857-a,,,,616,2,16,311,,1
728,,7311315105463857-cs,,,,616,1,16,1,,1
729,,7311315614109567-a,,,,617,2,16,1453,,1
730,,7311315531960564-a,,,,618,2,16,1453,,1
731,,7311315634527690-a,,,,619,2,16,1453,,1
732,,7311315157212542-a,,,,620,2,16,1453,,1
733,,7311315983518584-a,,,,621,2,16,309,,1
734,,7311315164300910-a,,,,622,2,16,1453,,1
735,,7311315164300910-cs,,,,622,1,16,5,,1
736,,7311315156027274-a,,,,623,2,16,1453,,1
737,,7311315314112821-a,,,,624,2,16,312,,1
738,,7311315314112821-cs,,,,624,1,16,1,,1
739,,7311315592709003-a,,,,625,2,16,309,,1
740,,7311315653498082-a,,,,626,2,16,313,,1
741,,7311315653498082-cs,,,,626,1,16,5,,1
742,,731131569474171-a,,,,627,2,16,309,,1
743,,7311315256332450-a,,,,628,2,16,309,,1
744,,7311315686216817-a,,,,629,2,16,1453,,1
745,,7311315686216817-cs,,,,629,1,16,5,,1
746,,7311315812026543-a,,,,630,2,16,309,,1
747,,731131598577255-a,,,,631,2,16,1453,,1
748,,731131598577255-cs,,,,631,1,16,1,,1
749,,7311315133257529-a,,,,632,2,16,314,,1
750,,7311315133257529-cs,,,,632,1,16,5,,1
751,,7311315748120569-a,,,,633,2,16,311,,1
752,,7311315748120569-cs,,,,633,1,16,1,,1
753,,7311315418511902-a,,,,634,2,16,1453,,1
754,,7311315696584583-a,,,,635,2,16,1453,,1
755,,7311315115127941-a,,,,636,2,16,309,,1
756,,7311315517409753-a,,,,637,2,16,1453,,1
757,,7311315894400563-a,,,,638,2,16,1453,,1
758,,7311315304027761-a,,,,639,2,16,1453,,1
759,,7311315163824255-a,,,,640,2,16,1453,,1
760,,7311315302582158-a,,,,641,2,16,1453,,1
761,,7311315990275076-a,,,,642,2,16,1453,,1
762,,7311315135474874-a,,,,643,2,16,313,,1
763,,7311315135474874-cs,,,,643,1,16,5,,1
764,,7311315934470588-a,,,,644,2,16,1453,,1
765,,7311315905086687-a,,,,645,2,16,310,,1
766,,7311315378847573-a,,,,646,2,16,310,,1
767,,7311315240119949-a,,,,647,2,16,312,,1
768,,7311315240119949-cs,,,,647,1,16,2,,1
769,,7311315504732778-a,,,,648,2,16,1453,,1
770,,7311315990366404-a,,,,649,2,16,1453,,1
771,,731131581223636-a,,,,650,2,16,1453,,1
772,,7311315647661970-a,,,,651,2,16,1453,,1
773,,73113151962606-a,,,,652,2,16,313,,1
774,,73113151962606-cs,,,,652,1,16,5,,1
775,,7311315676400167-a,,,,653,2,16,1453,,1
776,,7311315657717950-a,,,,654,2,16,1453,,1
777,,7311315334972514-a,,,,655,2,16,1453,,1
778,,7311315453764641-a,,,,656,2,16,309,,1
779,,7311315319947480-a,,,,657,2,16,1453,,1
780,,7311315641493100-a,,,,658,2,16,1453,,1
781,,7311315641493100-cs,,,,658,1,16,4,,1
782,,7311315292154627-a,,,,659,2,16,313,,1
783,,7311315292154627-cs,,,,659,1,16,5,,1
784,,7311315253335378-a,,,,660,2,16,1453,,1
785,,731131565348173-a,,,,661,2,16,310,,1
786,,7311315627618565-a,,,,662,2,16,310,,1
787,,7311315563660701-a,,,,663,2,16,1453,,1
788,,7311315542037029-a,,,,664,2,16,310,,1
789,,7311315247121608-a,,,,665,2,16,310,,1
790,,7311315564793247-a,,,,666,2,16,1453,,1
791,,7311315865891349-a,,,,667,2,16,310,,1
792,,7311315537745938-a,,,,668,2,16,1453,,1
793,,7311315302584517-a,,,,669,2,16,1453,,1
794,,7311315868241902-a,,,,670,2,16,1453,,1
795,,7311315700742688-a,,,,671,2,16,1453,,1
796,,73113156087525-a,,,,672,2,16,1453,,1
797,,7311315299141871-a,,,,673,2,16,1453,,1
798,,7311315135214612-a,,,,674,2,16,1453,,1
799,,7311315472797658-a,,,,675,2,16,1453,,1
800,,7311315472797658-cs,,,,675,1,16,1,,1
801,,7311315107353984-a,,,,676,2,16,1453,,1
802,,7311315777197970-a,,,,677,2,16,1453,,1
803,,7311315829860098-a,,,,678,2,16,312,,1
804,,7311315829860098-cs,,,,678,1,16,2,,1
805,,7311315418631500-a,,,,679,2,16,310,,1
806,,731131515622674-a,,,,680,2,16,1453,,1
807,,731131515622674-cs,,,,680,1,16,5,,1
808,,7311315560441852-a,,,,681,2,16,310,,1
809,,7311315482290984-a,,,,682,2,16,1453,,1
810,,7311315266047390-a,,,,683,2,16,1453,,1
811,,7311315796764979-a,,,,684,2,16,1453,,1
812,,7311315359793332-a,,,,685,2,16,309,,1
813,,7311315129321496-a,,,,686,2,16,1453,,1
814,,7311315129321496-cs,,,,686,1,16,4,,1
815,,7311315688533053-a,,,,687,2,16,1453,,1
816,,7311315688533053-cs,,,,687,1,16,5,,1
817,,731131540395593-a,,,,688,2,16,312,,1
818,,731131540395593-cs,,,,688,1,16,2,,1
819,,7311315186763103-a,,,,689,2,16,312,,1
820,,7311315186763103-cs,,,,689,1,16,2,,1
821,,7311315340785479-a,,,,690,2,16,1453,,1
822,,7311315814359674-a,,,,691,2,16,1453,,1
823,,731131574495736-a,,,,692,2,16,1453,,1
824,,7311315750002713-a,,,,693,2,16,1453,,1
825,,7311315216767707-a,,,,694,2,16,309,,1
826,,7311315710658944-a,,,,695,2,16,1453,,1
827,,7311315792750037-a,,,,696,2,16,1453,,1
828,,7311315434328488-a,,,,697,2,16,1453,,1
829,,731131516626507-a,,,,698,2,16,1453,,1
830,,7311315178908387-a,,,,699,2,16,1453,,1
831,,7311315624626983-a,,,,700,2,16,1453,,1
832,,731131525995092-a,,,,701,2,16,1453,,1
833,,731131532276128-a,,,,702,2,16,310,,1
834,,7311315122706641-a,,,,703,2,16,1453,,1
835,,7311315389337728-a,,,,704,2,16,1453,,1
836,,7311315852430640-a,,,,705,2,16,1453,,1
837,,7311315983776765-a,,,,706,2,16,1453,,1
838,,7311315983776765-cs,,,,706,1,16,3,,1
839,,7311315826188731-a,,,,707,2,16,1453,,1
840,,7311315389848309-a,,,,708,2,16,1453,,1
841,,7311315402017043-a,,,,709,2,16,310,,1
842,,7311315734813333-a,,,,710,2,16,1453,,1
843,,731131595377224-a,,,,711,2,16,1453,,1
844,,7311315438813749-a,,,,712,2,16,1453,,1
845,,7311315957367855-a,,,,713,2,16,1453,,1
846,,7311315553520367-a,,,,714,2,16,1453,,1
847,,7311315632376725-a,,,,715,2,16,1453,,1
848,,7311315519966786-a,,,,716,2,16,1453,,1
849,,7311315327154728-a,,,,717,2,16,1453,,1
850,,7311315950370345-a,,,,718,2,16,1453,,1
851,,7311315740126641-a,,,,719,2,16,1453,,1
852,,731131553189355-a,,,,720,2,16,309,,1
853,,7311315236176323-a,,,,721,2,16,1453,,1
854,,7311315141930625-a,,,,722,2,16,1453,,1
855,,7311315637825002-a,,,,723,2,16,1453,,1
856,,7311315113459789-a,,,,724,2,16,1453,,1
857,,73113155355292-a,,,,725,2,16,309,,1
858,,7311315503696273-a,,,,726,2,16,1453,,1
859,,7311315651524588-a,,,,727,2,16,1453,,1
860,,7311315130054921-a,,,,728,2,16,1453,,1
861,,731131560982370-a,,,,729,2,16,1453,,1
862,,7311315174010308-a,,,,730,2,16,1453,,1
863,,7311315762106302-a,,,,731,2,16,1453,,1
864,,7311315751009817-a,,,,732,2,16,1453,,1
865,,7311315751009817-cs,,,,732,1,16,5,,1
866,,7311315198833298-a,,,,733,2,16,1453,,1
867,,7311315870134124-a,,,,734,2,16,1453,,1
868,,7311315547474691-a,,,,735,2,16,1453,,1
869,,7311315547474691-cs,,,,735,1,16,4,,1
870,,731131535058255-a,,,,736,2,16,1453,,1
871,,731131535058255-cs,,,,736,1,16,5,,1
872,,7311315744486746-a,,,,737,2,16,1453,,1
873,,7311315655129953-a,,,,738,2,16,312,,1
874,,7311315655129953-cs,,,,738,1,16,2,,1
875,,7311315214309123-a,,,,739,2,16,1453,,1
876,,7311315214309123-cs,,,,739,1,16,6,,1
877,,7311315740471938-a,,,,740,2,16,1453,,1
878,,7311315796191096-a,,,,741,2,16,1453,,1
879,,7311315142510081-a,,,,742,2,16,1453,,1
880,,7311315145866958-a,,,,743,2,16,1453,,1
881,,7311315712805696-a,,,,744,2,16,312,,1
882,,7311315712805696-cs,,,,744,1,16,2,,1
883,,7311315719067672-a,,,,745,2,16,1453,,1
884,,7311315268957119-a,,,,746,2,16,1453,,1
885,,7311315530410906-a,,,,747,2,16,313,,1
886,,7311315530410906-cs,,,,747,1,16,5,,1
887,,7311315596164774-a,,,,748,2,16,313,,1
888,,7311315596164774-cs,,,,748,1,16,5,,1
889,,7311315161037608-a,,,,749,2,16,1453,,1
890,,7311315154341342-a,,,,750,2,16,1453,,1
891,,7311315154341342-cs,,,,750,1,16,4,,1
892,,7311315730231921-a,,,,751,2,16,1453,,1
893,,7311315730231921-cs,,,,751,1,16,4,,1
894,,7311315339877172-a,,,,752,2,16,1453,,1
895,,7311315339877172-cs,,,,752,1,16,4,,1
896,,7311315447629246-a,,,,753,2,16,1453,,1
897,,7311315447629246-cs,,,,753,1,16,5,,1
898,,7311315617063344-a,,,,754,2,16,1453,,1
899,,7311315617063344-cs,,,,754,1,16,5,,1
900,,7311315298477652-a,,,,755,2,16,1453,,1
901,,7311315298477652-cs,,,,755,1,16,6,,1
902,,7311315223481939-a,,,,756,2,16,1453,,1
903,,7311315186310006-a,,,,757,2,16,1453,,1
904,,7311315310683200-a,,,,758,2,16,314,,1
905,,7311315310683200-cs,,,,758,1,16,5,,1
906,,7311315987474026-a,,,,759,2,16,1453,,1
907,,7311315725825754-a,,,,760,2,16,1453,,1
908,,7311315164267213-a,,,,761,2,16,1453,,1
909,,7311315164267213-cs,,,,761,1,16,3,,1
910,,7311315260708597-a,,,,762,2,16,1453,,1
911,,7311315260708597-cs,,,,762,1,16,3,,1
912,,7311315880666434-a,,,,763,2,16,1453,,1
913,,731131555132620-a,,,,764,2,16,1453,,1
914,,7311315505038672-a,,,,765,2,16,1453,,1
915,,7311315505038672-cs,,,,765,1,16,3,,1
916,,7311315657188194-a,,,,766,2,16,1453,,1
917,,731131599404531-a,,,,767,2,16,1453,,1
918,,7311315426471749-a,,,,768,2,16,1453,,1
919,,7311315402722557-a,,,,769,2,16,1453,,1
920,,7311315524520221-a,,,,770,2,16,1453,,1
921,,7311315253892213-a,,,,771,2,16,1453,,1
922,,7311315690580072-a,,,,772,2,16,312,,1
923,,7311315690580072-cs,,,,772,1,16,2,,1
924,,7311315679311347-a,,,,773,2,16,312,,1
925,,7311315679311347-cs,,,,773,1,16,2,,1
926,,731131548523613-a,,,,774,2,16,1453,,1
927,,7311315798616591-a,,,,775,2,16,1453,,1
928,,7311315875213222-a,,,,776,2,16,1453,,1
929,,7311315148483051-a,,,,777,2,16,1453,,1
930,,7311315769882888-a,,,,778,2,16,1453,,1
931,,7311315915524233-a,,,,779,2,16,1453,,1
932,,7311315831923658-a,,,,780,2,16,309,,1
933,,7311315906852646-a,,,,781,2,16,1453,,1
934,,731131554551247-a,,,,782,2,16,1453,,1
935,,7311315889225943-a,,,,783,2,16,1453,,1
936,,7311315840720024-a,,,,784,2,16,1453,,1
937,,7311315386404891-a,,,,785,2,16,1453,,1
938,,7311315820933578-a,,,,786,2,16,1453,,1
939,,7311315528347935-a,,,,787,2,16,1453,,1
940,,7311315236751529-a,,,,788,2,16,1453,,1
941,,731131560443544-a,,,,789,2,16,1453,,1
942,,7311315662805275-a,,,,790,2,16,1453,,1
943,,7311315492513084-a,,,,791,2,16,1453,,1
944,,7311315658434701-a,,,,792,2,16,1453,,1
945,,7311315783690571-a,,,,793,2,16,1453,,1
946,,731131555475039-a,,,,794,2,16,1453,,1
947,,73113157363491-a,,,,795,2,16,1453,,1
948,,7311315376566204-a,,,,796,2,16,1453,,1
949,,7311315741120799-a,,,,797,2,16,1453,,1
950,,7311315741120799-cs,,,,797,1,16,5,,1
951,,7311315160272103-a,,,,798,2,16,1453,,1
952,,7311315215521531-a,,,,799,2,16,1453,,1
953,,7311315215521531-cs,,,,799,1,16,6,,1
954,,7311315438973738-a,,,,800,2,16,1453,,1
955,,7311315684860735-a,,,,801,2,16,1453,,1
956,,7311315497590681-a,,,,802,2,16,1453,,1
957,,7311315497590681-cs,,,,802,1,16,6,,1
958,,7311315766341655-a,,,,803,2,16,1453,,1
959,,7311315766341655-cs,,,,803,1,16,6,,1
960,,7311315775098703-a,,,,804,2,16,1453,,1
961,,7311315708773550-a,,,,805,2,16,312,,1
962,,7311315708773550-cs,,,,805,1,16,2,,1
963,,7311315850476368-a,,,,806,2,16,312,,1
964,,7311315850476368-cs,,,,806,1,16,2,,1
965,,7311315651649393-a,,,,807,2,16,1453,,1
966,,7311315559368070-a,,,,808,2,16,1453,,1
967,,7311315791221920-a,,,,809,2,16,310,,1
968,,7311315968707604-a,,,,810,2,16,1453,,1
969,,7311315436953185-a,,,,811,2,16,1453,,1
970,,731131544075586-a,,,,812,2,16,1453,,1
971,,7311315898395157-a,,,,813,2,16,1453,,1
972,,7311315305178641-a,,,,814,2,16,1453,,1
973,,7311315959799114-a,,,,815,2,16,309,,1
974,,7311315554109757-a,,,,816,2,16,1453,,1
975,,731131510255336-a,,,,817,2,16,1453,,1
976,,7311315994247388-a,,,,818,2,16,1453,,1
977,,7311315938779571-a,,,,819,2,16,1453,,1
978,,7311315938779571-cs,,,,819,1,16,3,,1
979,,7311315909031079-a,,,,820,2,16,1453,,1
980,,7311315960619335-a,,,,821,2,16,1453,,1
981,,7311315368997935-a,,,,822,2,16,1453,,1
982,,7311315726526669-a,,,,823,2,16,1453,,1
983,,7311315918796563-a,,,,824,2,16,312,,1
984,,7311315918796563-cs,,,,824,1,16,2,,1
985,,7311315251105073-a,,,,825,2,16,312,,1
986,,7311315251105073-cs,,,,825,1,16,2,,1
987,,7311315750220420-a,,,,826,2,16,312,,1
988,,7311315750220420-cs,,,,826,1,16,2,,1
989,,7311315941039165-a,,,,827,2,16,311,,1
990,,7311315941039165-cs,,,,827,1,16,1,,1
991,,7311315147284877-a,,,,828,2,16,312,,1
992,,7311315147284877-cs,,,,828,1,16,2,,1
993,,7311315944302415-a,,,,829,2,16,1453,,1
994,,7311315603467668-a,,,,830,2,16,309,,1
995,,7311315635360638-a,,,,831,2,16,309,,1
996,,731131563270517-a,,,,832,2,16,310,,1
997,,7311315109014069-a,,,,833,2,16,312,,1
998,,7311315109014069-cs,,,,833,1,16,1,,1
999,,7311315100425260-a,,,,834,2,16,311,,1
1000,,7311315100425260-cs,,,,834,1,16,1,,1
1001,,7311315309293564-a,,,,835,2,16,1453,,1
1002,,7311315784810417-a,,,,836,2,16,312,,1
1003,,7311315784810417-cs,,,,836,1,16,2,,1
1004,,7311315760794633-a,,,,837,2,16,311,,1
1005,,7311315760794633-cs,,,,837,1,16,1,,1
1006,,7311315565452223-a,,,,838,2,16,1453,,1
1007,,7311315903021560-a,,,,839,2,16,1453,,1
1008,,731131519284291-a,,,,840,2,16,1453,,1
1009,,7311315307962317-a,,,,841,2,16,1453,,1
1010,,7311315592021505-a,,,,842,2,16,310,,1
1011,,7311315126835822-a,,,,843,2,16,310,,1
1012,,7311315511587587-a,,,,844,2,16,1453,,1
1013,,7311315205852783-a,,,,845,2,16,309,,1
1014,,7311315809837371-a,,,,846,2,16,310,,1
1015,,7311315548536663-a,,,,847,2,16,1453,,1
1016,,7311315744673244-a,,,,848,2,16,312,,1
1017,,7311315744673244-cs,,,,848,1,16,2,,1
